objectid,id,length,author,title,date,matchsize,leftcontext,match,rightcontext,GENRE,GENRESIMPLE,RACE,GENDER,Label_2
797_TEI.txt,797,461895,"Kelley, Emma Dunham",Megda,1891,49," at the left of the pulpit. In a few moments Mr. Stanley came out. "" I never thought him handsome before,"" said Meg, to herself, ""but to-night his face is fairly beautiful"" AN ANNOUNCEMENT. 223 Mr. Stanley stood with the open Bible in his hand. "" As it is ","written in the prophets, behold, I send my messenger before thy face, which shall prepare thy way before thee. The voice of one crying in the wilderness, Prepare ye the way of the Lord, make his paths straight. John did baptize in the wilderness, and preach the baptism of repentance"," for the remis- sion of sins."" Perfect stillness settled over the large congre- gation ; the prayer was short but impressive. Then Mr. Stanley descended the steps, and the beautiful voices of the choir rang out, clear, sweet and soul- thrilling, "" Nearer my God, to Thee."" At the ",b,b,Black,F,NewTest
797_TEI.txt,797,461895,"Kelley, Emma Dunham",Megda,1891,6," to cry out, 'If it be possible, let this cup pass from me/ and the great drops of blood stood out upon His forehead. The agony of the cross but % who can paint it ? It is beyond all human power. It is enough that we know it was so great as to wring the despairing cry, 'My ","God, my God, why hast Thou forsaken"," me ? 'from those dear lips. ""And all this He suffered for you and for me poor, miserable sinners, not worthy of one drop of that precious blood that flowed from the thorn- crowned head and pierced side. Once more I ask you, will you accept of the sacrifice? I pray God that you may ",b,b,Black,F,OldTest
797_TEI.txt,797,461895,"Kelley, Emma Dunham",Megda,1891,9,"  JOY AND SORROW. 341 to offer a word of comfort. They knew he was seek- ing and would find comfort from the only true source, that of the all-seeing, all-wise and all-merciful Father. With Him let us leave him, trying to say with sub- missive resignation, ""The Lord gave and the ",Lord taketh away. Blessed be the name of the Lord,"."" ""Asleep in Jesus, blessed sleep ! From which none ever wake to weep. A calm and undisturbed repose Unbroken by the least of woes."" 342 MEGDA. XXIII. "" AT REST. ONE year later. The Randal family are gathered around ",b,b,Black,F,OldTest
797_TEI.txt,797,461895,"Kelley, Emma Dunham",Megda,1891,26," a robe of whiteness and a crown of beauty that fadeth not away."" 144 MEGDA. Meg was clinging to Ethel now. "" Oh, Ethel, if I could only feel it ; if I did not love the world and its pleasures so ! "" ""Give yourself to Him, Girlie that is all. Say "" ","Just as I am without one plea, But that Thy blood was shed for me; And that thou bidd'st me come to Thee, O, Lamb of God",", I come "" ; and He will fill your heart and life with such divine blessings, that it will have no room for these things that make you happy for but a little while, and then leave you restless and dissatisfied."" ""I will try it, Ethel I will begin at once; and ",b,b,Black,F,RG
894_TEI.txt,894,418459,"Harper, Frances Ellen Watkins",Iola Leroy: or: Shadows uplifted,1892,11," life is less secure than it is in the South. Nearly eighteen hundred years ago the life of a Roman citizen in Palestine was in danger from mob violence. That pagan government threw around him a wall of living clay, consisting of four hundred and seventy men, when more than forty Jews had ",bound themselves with an oath that they would neither eat nor drink," until they had taken the life of the Apostle Paul. Does not true patriotism demand that citizen- ship should be as much protected in Christian America as it was in heathen Rome ?"" "" I would have our people,"" said Miss Delany, ""more interested in politics. Instead of forgetting the ",b,b,Black,F,NewTest
894_TEI.txt,894,418459,"Harper, Frances Ellen Watkins",Iola Leroy: or: Shadows uplifted,1892,11," my golden slippers, my long white robe, an'my starry crown, an'walk dem golden streets, Hallelujah!'I've known that dear, old soul to travel going on two miles, after her work was done, to have some one read to her. Her favorite 48 'IOLA LEROV, chapter began with, '","Let not your heart be troubled, ye believe in God, believe also"," in Me.'"" "" I have been deeply impressed,"" said Captain Sybil, ""with the child-like faith of some of these people. I do not mean to say that they are consistent Christians, but I do think that this faith has in a measure underlain the life of the race. It has been a golden thread ",b,b,Black,F,NewTest
1366_TEI.txt,1366,446118,"Wister, Owen",Red men and white,1896,15," three--a sergeant and three privates--had cooked and eaten a vegetable they had been glad to dig up one day, and had spent the ensuing forty-five minutes in attempting to make their ankles beat the backs of their heads; after that the captain had read over them a sentence beginning, ""Man that is ","born of a woman hath but a short time to live, and is full of misery","; and after that the camp was referred to as Wild Carrot Camp, because the sergeant had said the vegetable was wild carrot, whereas it had really been wild parsnip, which is quite another thing. General Crook shook his head over what he saw. The men were ill-provided, the 	 ",w,w,Caucasian,M,OldTest
1366_TEI.txt,1366,446118,"Wister, Owen",Red men and white,1896,17," were prophetic. In not many months there was no longer a Corporal Jones, but a person widely known as Sergeant Jones of Company A; called also the ""Singing Sergeant""; but still familiar to his intimate friends as ""Specimen."" LA TINAJA BONITA ""And it came to ","pass after a while that the brook dried up, because there had been no rain in the land",".""--1 Kings xvii. 7. A pretty girl was kneeling on the roof of a flat mud cabin, a harvest of red peppers round her knees. On the ground below her stood a swarthy young man, the bloom on his Mexican cheeks rich and dusky, like her own. His face was irresponsible and winning, and his ",w,w,Caucasian,M,OldTest
1384_TEI.txt,1384,894990,"Bellamy, Edward",Equality,1897,14," to accept and repeat Christ's teaching that God is a loving father, but of course it was simply impossible that any such idea should actually germinate and take root in hearts as cold and hard as stone toward their fellow-beings and sodden with hate and suspicion of them. 'If a man love not his ","brother whom he hath seen, how shall he love God whom he hath not seen","?'The priests deafened their flocks with appeals to love God, to give their hearts to him. They should have rather taught them, as Christ did, to love their fellow-men and give their hearts to them. Hearts so given the love of God would presently enkindle, even as, according to the ",w,w,Caucasian,M,NewTest
1384_TEI.txt,1384,894990,"Bellamy, Edward",Equality,1897,10," scholars, or any other of your so-called wise men? No. It was just those despised, ridiculed, cursed, and hooted fellows up there on that pedestal who with their perpetual strikes would not let the world rest till their wrong, which was also the whole world's wrong, was righted. Once more had God ",chosen the foolish things of this world to confound the wise,", the weak things to confound the mighty. ""In order to realize how powerfully these strikes operated to impress upon the people the intolerable wickedness and folly of private capitalism, you must remember that events are what teach men, that deeds have a far more potent educating ",w,w,Caucasian,M,NewTest
1384_TEI.txt,1384,894990,"Bellamy, Edward",Equality,1897,31," fitly prepared and laid. ""From the pulpit yonder, Mr. West, doubtless you have many times heard these words and many like them repeated: 'If we love one another God dwelleth in us and his love is perfected in us.''He that loveth his brother dwelleth in the light.''If any man say I ","love God, and hateth his brother, he is a liar.''He that loveth not his brother, abideth in death.''God is love and he that dwelleth in love dwelleth in God.''Every one that loveth"," knoweth God.''He that loveth not knoweth not God.'""Here is the very distillation of Christ's teaching as to the conditions of entering on the divine life. In this we find the sufficient explanation why the revelation which came to Christ so long ago and to other illumined souls could ",w,w,Caucasian,M,NewTest
1384_TEI.txt,1384,894990,"Bellamy, Edward",Equality,1897,4," not primarily or consciously a godward aspiration at all. It was essentially a humane movement. It was a melting and flowing forth of men's hearts toward one another, a rush of contrite, repentant tenderness, an impassioned impulse of mutual love and self-devotion to the common weal. But 'if we ",love one another God dwelleth," in us,'and so men found it. It appears that there came a moment, the most transcendent moment in the history of the race of man, when with the fraternal glow of this world of new-found embracing brothers there seems to have mingled the ineffable thrill of a divine participation, as if the hand of ",w,w,Caucasian,M,NewTest
1384_TEI.txt,1384,894990,"Bellamy, Edward",Equality,1897,11," given the love of God would presently enkindle, even as, according to the ancients, fire from heaven might be depended on to ignite a sacrifice fitly prepared and laid. ""From the pulpit yonder, Mr. West, doubtless you have many times heard these words and many like them repeated: 'If we ",love one another God dwelleth in us and his love is perfected," in us.''He that loveth his brother dwelleth in the light.''If any man say I love God, and hateth his brother, he is a liar.''He that loveth not his brother, abideth in death.''God is love and he that dwelleth in love dwelleth in God.''Every one that loveth knoweth God.''He that loveth not ",w,w,Caucasian,M,NewTest
1563_TEI.txt,1563,265962,"Dunbar, Paul Laurence",Folks from Dixie,1898,42," a loud voice to cheer them through the dark. He closed the book again upon his precious sermon. A something new had been born in his heart. He let his glance rest for another instant on the mother's pained face and the father's bowed form, and then turning to the congregation began, "" Come ","unto me, all ye that labour and are heavy laden, and I will give you rest. Take my yoke upon you, and learn of me : for I am meek and lowly in heart : and ye shall find rest unto your souls","."" Out of the fulness of his heart he spoke unto them. Their great need informed his utterance. 54 THE ORDEAL AT MT. HOPE He forgot his carefully turned sentences and perfectly rounded periods. He forgot all save that here was the well-being of a community put ",b,b,Black,M,NewTest
1564_TEI.txt,1564,288961,"Dunbar, Paul Laurence",The uncalled,1898,12," "" I shall do all the good I can. Uncle 'Liph, but I shall do it in the name of poor humanity until I come nearer to Him. I am dazed and confused now, and want the truth."" "" Go on, my boy ; you 're safe. You 've got the truth now, only you don't know it; fur they 's One that says, * ",Inasmuch as ye have done it unto one of the least of these,", ye have done it unto me.'"" Another hearty hand-shake, and the young man was gone. As Fred went down the street, some one by 240 The Uncalled accosted him and said, "" I hear yore father 's home."" "" ",b,b,Black,M,NewTest
1564_TEI.txt,1564,288961,"Dunbar, Paul Laurence",The uncalled,1898,26," look passed away. His eyes kindled, his cheeks mantled. Even in the pulpit,, even in the house of God, about to speak His word, the blood sped hotly through his veins, and anger burned at his heart. But he crushed down his feelings for the mo- ment, and began in a clear ringing voice, "" ","Judge not, that ye be not judged. For with what judgment ye judge, ye shall be judged, and with what measure ye mete, it shall be measured"," to you again.'* The lesson he drew from the words was God's recognition of the fallibility of human judg- ment, and the self-condemnation brought about by ignoring the prohibition in the text. By an effort, he spoke deliberately by 154 The Uncalled ",b,b,Black,M,NewTest
1666_TEI.txt,1666,398218,"Wister, Owen",Lin McLean,1898,30," on the people. He was dressed in a plain suit of black with a narrow black tie. This was because the Union Pacific Railroad, while it had delivered him correctly at Green River, had despatched his robes towards Cheyenne. Without citing chapter and verse the bishop began: ""And he ","arose, and came to his father. But when he was yet a great way off, his father saw him, and had compassion, and ran, and fell on his neck and kissed"," him."" The bishop told the story of that surpassing parable, and then proceeded to draw from it a discourse fitted to the drifting destinies in whose presence he found himself for one solitary morning. He spoke unlike many clergymen. His words were chiefly those which the ",w,w,Caucasian,M,NewTest
2064_TEI.txt,2064,376686,"Dunbar, Paul Laurence",The fanatics,1901,7,"  "" He also said that a house divided against it- self cannot stand."" "" What of that ? "" "" My house is my son Tom and myself."" "" What of your daughter, Mary ? "" Waters turned upon him his sad bright eyes, sad in spite of their hardness. "" If ","thy right hand offend thee, cut it off",","" he said, with a slashing gesture. AS A MAN THINKETH 89 "" That's not right,"" said Nathan Woods. "" It's not right, I say, to be using the Scripture to stand between you and your daughter."" "" I have no daughter. The daughter I had has gone out after ",b,b,Black,M,NewTest
2076_TEI.txt,2076,903211,"Freeman, Mary Eleanor Wilkins",The portion of labor,1901,48," face turning backward over her lover's shoulder. All his life Andrew had been a reader of the Bible, as had his father and mother before him. To-day, ever since he had heard of his good fortune, his mind had dwelt upon certain verses of Ecclesiastes. Now he quoted from them. ""","Live joyfully with the wife whom thou lovest all the days of the life of thy vanity, which He hath given thee under the sun, all the days of thy vanity, for that is thy portion in this life and in thy labor which thou takest under the sun","."" Ellen saw her father, and smiled and nodded, then she and her lover passed out of sight. Another rocket trailed its golden parabola along the sky, and dropped with stars; there was an ineffably sweet strain from the orchestra; the illuminated oaks tossed silver and golden boughs in a ",w,w,Caucasian,F,OldTest
2076_TEI.txt,2076,903211,"Freeman, Mary Eleanor Wilkins",The portion of labor,1901,10," lover passed out of sight. Another rocket trailed its golden parabola along the sky, and dropped with stars; there was an ineffably sweet strain from the orchestra; the illuminated oaks tossed silver and golden boughs in a gust of fragrant wind. Andrew quoted again from the old King of Wisdom--""I ","withheld not my heart from any joy, for my heart rejoiced"," in all my labor, and that was my portion of labor."" Then Andrew thought of the hard winter which had passed, as all hard things must pass, of the toilsome lives of those beside him, of all the work which they had done with their poor, knotted hands, of the tracks which they had worn on the earth ",w,w,Caucasian,F,OldTest
2152_TEI.txt,2152,551566,"Sinclair, Upton",King Midas,1901,33," his feet, and with twain he did fly. ""And one cried unto another, and said, Holy, holy, holy, is the Lord of hosts: the whole earth is full of his glory. ""And the posts of the door moved at the voice of him that cried, and the house was filled with smoke. ""Then said I, ","Woe is me! for I am undone; because I am a man of unclean lips, and I dwell in the midst of a people of unclean lips: for mine eyes have seen the King",", the Lord of hosts. ""Then flew one of the seraphims unto me, having a living coal in his hand, which he had taken with the tongs from off the altar: ""And he laid it upon my mouth, and said, Lo, this hath touched thy lips; and thine iniquity is taken away, and thy ",w,w,Caucasian,M,OldTest
2152_TEI.txt,2152,551566,"Sinclair, Upton",King Midas,1901,214," gazed out, with face uplifted, at the starry shield that quivered and shook above them; suddenly Arthur saw her lips moving again, and heard her speaking the wonderful words that she had referred to,--her voice growing more and more intense, and sinking into a whisper of awe:-- ""In the ","year that King Uzziah died I saw also the Lord sitting upon a throne, high and lifted up, and his train filled the temple. ""Above it stood the seraphims: each one had six wings; with twain he covered his face, and with twain he covered his feet, and with twain he did fly. ""And one cried unto another, and said, Holy, holy, holy, is the Lord of hosts: the whole earth is full of his glory. ""And the posts of the door moved at the voice of him that cried, and the house was filled with smoke. ""Then said I, Woe is me! for I am undone; because I am a man of unclean lips, and I dwell in the midst of a people of unclean lips: for mine eyes have seen the King, the Lord of hosts. ""Then flew one of the seraphims unto me, having a living coal in his hand, which he had taken with the tongs from off the altar: ""And he laid it upon my mouth, and said, Lo, this hath touched thy lips; and thine iniquity is taken away, and thy sin purged. ""Also I heard the Voice of the Lord, saying, Whom shall I send, and who will go for us? Then said I, Here am I; send"," me."" THE END ",w,w,Caucasian,M,OldTest
2219_TEI.txt,2219,343393,"Griggs, Sutton Elbert",Unfettered,1902,4," yet tenderly to her bedroom. The family physician was summoned and he hastened to the bedside with all possible speed. Only a slight examination, however, was needed to disclose the fact that human skill would be of no avail. CHAPTER XX VIII. ""O ","DEATH, WHERE IS THY STING","?"" Dorian had just drawn down the curtains to the windows of his room, thus bringing to a close the contest that the artificial light of the room was waging with the fading twilight, the last feeble protest of the sun, for that day deposed. He was standing before his desk which was ",b,b,Black,M,NewTest
2219_TEI.txt,2219,343393,"Griggs, Sutton Elbert",Unfettered,1902,27," the church was filled with those who had come to worship God there, perhaps for the last time. The minister was ex- pected to preach a sermon appropriate to the occa- sion. Recognizing this expectation, he sought to fulfill it, and chose for his text, Hebrews xi:i6: "" But now they ","desire a better country, that is, a heavenly : wherefore God is not ashamed to be called their God : for he hath prepared for them a city","."" The preacher began his discourse in that deeply pathetic tone accompanied with prolonged mournful cadences, once so largely in vogue among a certain class of Negro preachers. This tone, so full of the note of sorrow, found responsive chords in the bo- soms of his hearers and a ",b,b,Black,M,NewTest
2219_TEI.txt,2219,343393,"Griggs, Sutton Elbert",Unfettered,1902,9," it was when Peter was preaching to the Jews, it operated as the weakest point in the dis- course, for we are told that at that point, 'some mocked,'and the assemblage postponed the hear- ing. Paul in summing up the difference between the Jew and the Greek habit of thought, remarked that the ","Jews require a sign, and the Greeks seek after wisdom",". You note that the very thing that appealed most strongly to the mind of the Jew the miraculous raising of the Jesus was the most repellant to the Greek, who, in his search for wis- dom, demanded to know the how of every asser- tion. ""Returning to the Anglo-Saxon and ",b,b,Black,M,NewTest
2225_TEI.txt,2225,355833,"Harte, Bret",Openings in the old trail,1902,10," the following passage, and presents it to the plaintiff. The gentlemen of the jury will find it in the Song of Solomon, page 548, chapter ii. verse 5."" After a pause, in which the rapid rustling of leaves was heard in the jury-box, Colonel Starbottle declaimed in a pleading, stentorian voice, ""'","Stay me with--er--FLAGONS, comfort me with--er--apples--for I am-- er--sick of love",".'Yes, gentlemen!--yes, you may well turn from those accusing pages and look at the double-faced defendant. He desires--to--er--be--'stayed with flagons'! I am not aware at present what kind of liquor is habitually dispensed at these meetings, and for which the defendant so urgently clamored; ",w,w,Caucasian,M,OldTest
2219_TEI.txt,2219,343393,"Griggs, Sutton Elbert",Unfettered,1902,21," such eloquent tribute to the longings of the human soul. At length Morlene began to play and sing ; "" John Brown's body lies moulding in the clay; John Brown's body lies moulding in the clay; John Brown's body lies moulding in the clay, As we go marching on. ",Glory ! Glory ! Hallelujah ! Glory ! Glory ! Hallelujah ! Glory ! Glory ! Hallelujah ! As we go marching," on !"" Morlene's voice was a rich soprano and her tones were so round, full and melodious that they made one feel that they did not belong to earth. Her voice seemed to shake loose from each word tremblingly in that part of the song setting forth the sad fate of John Brown. But as ",b,b,Black,M,RG
2219_TEI.txt,2219,343393,"Griggs, Sutton Elbert",Unfettered,1902,14," Dalton. Leaving the shelter of the trees they all drew near to the house and stood under a window of the room in which lay the dy- ing man. In plaintive tones, low, timorous and wavering at first, then louder and bolder, in sweetest melody, they sang: "" ","Swing low, sweet chariot, Cum fur ter carry me home ; Swing low, sweet chariot",", Cum fur to carry me home."" 14 UNFETTERED. Ofttimes as a boy Maurice Dalton had stood on the outer edge of Negro open air camp meetings and had heard, with deep emotion, this chant ; and as the music now comes floating into his room his paroxysms cease, a smile plays ",b,b,Black,M,RG
2346_TEI.txt,2346,332214,"Dunbar, Paul Laurence",In old plantation days,1903,6," came and went, and still no word, no sight of Martha. Strangers came to his church, and visitors from other cities came to him, and still nothing of her for whom he waited to make his life complete. Then one day in the silence of his own sorrow he fell upon his knees, crying, ""My ","God, my God, why hast thou forsaken"," me?"" And from then hope fled from him. She was dead. She must be, or she would have come to him. He had waited long, oh, so long, and now it was all over. For the rest of his days he must walk the way of his life alone or - could he, could he turn ",b,b,Black,M,NewTest
2419_TEI.txt,2419,396686,"Sinclair, Upton",The journal of Arthur Stirling,1903,17," and stupidity of this world? Are we not rich enough? Are we not the richest nation in the world? Have we not railroads and houses, food and clothing and bank-stocks enough to make the brain reel? And do we not call ourselves a Christian land? And worship as divine the Teacher who said that ""man ","shall not live by bread alone, but by every word that proceedeth out of the mouth of God","? * * * * * Oh, you world! * * * * * And what would it do? What would it mean? I will tell you a few things that it would mean. First of all it would mean that the man who felt in him the 	w	Caucasian",w,w,Caucasian,M,NewTest
2346_TEI.txt,2346,332214,"Dunbar, Paul Laurence",In old plantation days,1903,6," came and went, and still no word, no sight of Martha. Strangers came to his church, and visitors from other cities came to him, and still nothing of her for whom he waited to make his life complete. Then one day in the silence of his own sorrow he fell upon his knees, crying, ""My ","God, my God, why hast thou forsaken"," me?"" And from then hope fled from him. She was dead. She must be, or she would have come to him. He had waited long, oh, so long, and now it was all over. For the rest of his days he must walk the way of his life alone or - could he, could he turn ",b,b,Black,M,OldTest
2475_TEI.txt,2475,240485,"Dunbar, Paul Laurence",The heart of Happy Hollow,1904,14," an'de man, too?"" However, the storm blew over, and by the time service was begun they were all seated together on a front bench, Sister Nancy, William, and Sister Ann. Now was the psychological moment, and after a soul-stirring hymn the preacher rose and announced his text--""",Behold how good and how pleasant it is for brethren to dwell together in unity,"."" Someone in the back part of the church suggested trinity as a substitute and started a titter, but the preacher had already got his dramatic momentum, and was sweeping along in a tumultuous tide of oratory. Right at his three victims did he aim his fiery eloquence, and ever and again he ",b,b,Black,M,OldTest
2475_TEI.txt,2475,240485,"Dunbar, Paul Laurence",The heart of Happy Hollow,1904,14," back part of the church suggested trinity as a substitute and started a titter, but the preacher had already got his dramatic momentum, and was sweeping along in a tumultuous tide of oratory. Right at his three victims did he aim his fiery eloquence, and ever and again he came back to his theme, """,Behold how good and how pleasant it is for brethren to dwell together in unity,","" even though Ann Pease had turned her back on William, whose head was low bowed, and Nancy was ostentatiously weeping into a yellow silk handkerchief. The sermon spurred on to a tempestuous close, and then came the climax when the doors of the church were opened. William and Nancy ",b,b,Black,M,OldTest
2593_TEI.txt,2593,488921,"Chesnutt, Charles W.",The colonel's dream,1905,11," said with some hesitation, ""do you mean that coloured people should use the library?"" ""Why not?"" he asked. ""Do they not need it most? Perhaps not many of them might wish to use it; but to those who do, should we deny the opportunity? Con- sider their teachers - if the ","blind lead the blind, shall they not both fall into the ditch","?"" THE COLONEL'S DREAM 163 ""Yes, Henry, that is the truth; but I am afraid the white people wouldn't wish to handle the same books."" ""Very well, then we will give the coloured folks a library of their own, at some place convenient for their use. We need not ",b,b,Black,M,NewTest
2593_TEI.txt,2593,488921,"Chesnutt, Charles W.",The colonel's dream,1905,8," regards Colonel French as an extremely fortunate i accident. And so the colonel faltered, and, having put his hand to the plow, turned back. But was not his, after all, the only way? For no more now than when the Man of Sorrows looked out over the Mount of Olives, can ",men gather grapes of thorns or figs of thistles,". The seed which the colonel sowed seemed to fall by the wayside, it is true; but other eyes have seen with the same light, and while Fetters and his kind still dominate their section, other hands have taken up the fight which the colonel dropped. In manufactures the South has gone forward by ",b,b,Black,M,NewTest
2593_TEI.txt,2593,488921,"Chesnutt, Charles W.",The colonel's dream,1905,34," in what she heard, that she stood with her hand on her heart, not even conscious that she was doing a shameful thing. Her aunt was seated and Colonel French was standing near her. An open Bible lay upon the table. The colonel had taken it up and was reading: ""'Who can ",find a virtuous woman? For her price is far above rubies. The heart of her husband doth safely trust in her. She will do him good and not evil all the days of her life,". Strength and honour are her clothing, and she shall rejoice in time to come.''""Laura,"" he said, ""the proverb maker was a prophet as well. In these words, written four thousand years ago, he has described you, line for line."" The glow which warmed her cheek, ",b,b,Black,M,OldTest
2619_TEI.txt,2619,419688,"Griggs, Sutton E.",The hindered hand: or: The reign of the repressionist,1905,10,"  [Illustration: ""'Don't circumscribe the able, noble souls among the Negroes. Give them the world as a playground for their talents and let Negro men dream of stars as do your men.'"" (234-235.)] ""Your Bible says: 'And if a ","stranger sojourn with thee in your land, ye shall not vex", him.'White friends of the South! Let me beseech you to vex not this social stranger within your borders; the stranger who invades your swamps and drains them into his system for your comfort; who creeps through the slime of your sewers; who wrestles with the heat in your ditches and fields; who ,b,b,Black,M,OldTest
